seed,checkpoint_epoch,checkpoint_fraction,method,sigma,component,component_label,layer_index,avg_sample_cosine,mean_estimate_cosine,sample_variance,batch_variance
5,120,0.5,np_fixed,0.3,layer_1,Layer 1,0,0.026727079861135886,0.3893576180562377,0.009017624543048441,3.974201945311506e-05
5,120,0.5,np_fixed,0.3,layer_2,Layer 2,1,0.04244395040080917,0.5899284966289997,0.008052125805988908,2.7864607318406343e-05
5,120,0.5,np_fixed,0.3,layer_3,Layer 3,2,0.21890086712701307,0.8281782548874617,0.014135699137113988,8.198467480724503e-05
5,120,0.5,wp,0.225,all,All layers,-1,0.026169008166349764,0.36128864623606205,0.06227934267371893,0.00027287862030789256
5,120,0.5,wp,0.225,layer_1,Layer 1,0,0.011765388875887576,0.18461352679878473,0.06186963338404894,0.0002475549299560953
5,120,0.5,wp,0.225,layer_2,Layer 2,1,0.00864133854433741,0.13343944837106392,0.061544143594801426,0.00028581577498698607
5,120,0.5,wp,0.225,layer_3,Layer 3,2,0.0853934527627075,0.6546332691796124,0.07143864640966058,0.00037197086930973455
5,240,1.0,np,0.15,all,All layers,-1,0.15250080042540476,0.8076318576931953,0.005537295714020729,2.873455696317251e-05
5,240,1.0,np,0.15,layer_1,Layer 1,0,0.04999654171570285,0.6108757182955742,0.005213975178776309,2.1089248662065074e-05
5,240,1.0,np,0.15,layer_2,Layer 2,1,0.10998886609127112,0.7495640618726611,0.0051781373913399875,2.4396751655331173e-05
5,240,1.0,np,0.15,layer_3,Layer 3,2,0.3411265382505614,0.8453670479357243,0.010997124365530908,0.00012459946219678386
5,240,1.0,np_fan_in,0.1,all,All layers,-1,0.12943325832477515,0.7943208999931812,0.006588317279238254,2.7163363483850844e-05
5,240,1.0,np_fan_in,0.1,layer_1,Layer 1,0,0.041164855576820966,0.5329584628343582,0.006795554189011455,2.881474893001723e-05
5,240,1.0,np_fan_in,0.1,layer_2,Layer 2,1,0.09082726534600927,0.7677300572395325,0.005698143970221281,1.7922818415172515e-05
5,240,1.0,np_fan_in,0.1,layer_3,Layer 3,2,0.29851243754674217,0.882736336439848,0.012051806086674333,8.787665001364076e-05
5,240,1.0,np_fixed,0.3,all,All layers,-1,0.1288247089014476,0.8271144293248653,0.006655497127212584,2.568415607129282e-05
5,240,1.0,np_fixed,0.3,layer_1,Layer 1,0,0.04998839457246807,0.6227703467011452,0.006918910949025303,2.670731623766187e-05
5,240,1.0,np_fixed,0.3,layer_2,Layer 2,1,0.08739249609520812,0.7738425359129906,0.005745834961999208,1.756624448034927e-05
5,240,1.0,np_fixed,0.3,layer_3,Layer 3,2,0.29795392979382695,0.808504905551672,0.011825482593849301,8.244216905950452e-05
5,240,1.0,wp,0.225,all,All layers,-1,0.048520723923650165,0.5246147150173783,0.05347151821479201,0.0002611645159049658
5,240,1.0,wp,0.225,layer_1,Layer 1,0,0.012828716972537298,0.2081844201311469,0.05290322611108422,0.0002566145576565759
5,240,1.0,wp,0.225,layer_2,Layer 2,1,0.03222379150032187,0.38645825255662203,0.05293186940252781,0.00024640744777570944
5,240,1.0,wp,0.225,layer_3,Layer 3,2,0.14886384872324165,0.7622202026541345,0.06233505392447114,0.00041562067963241134
6,1,0.004166666666666667,np,0.15,all,All layers,-1,0.08945452103143149,0.6926442598924041,0.01050914404913783,4.9930341219805996e-05
6,1,0.004166666666666667,np,0.15,layer_1,Layer 1,0,0.00781737679953191,0.1268312914762646,0.01018594007473439,4.0198791793955024e-05
6,1,0.004166666666666667,np,0.15,layer_2,Layer 2,1,0.014994268034646058,0.19820508873090148,0.009963838383555412,4.859599289375183e-05
6,1,0.004166666666666667,np,0.15,layer_3,Layer 3,2,0.22333609587270375,0.9535047709941864,0.01745722012128681,0.00013845748117091716
6,1,0.004166666666666667,np_fan_in,0.1,all,All layers,-1,0.09551178019773943,0.7798278480768204,0.010217649163678288,4.0600275724500534e-05
6,1,0.004166666666666667,np_fan_in,0.1,layer_1,Layer 1,0,0.0020975551880079973,0.04454168945085257,0.010612490004859865,4.227811655255209e-05
6,1,0.004166666666666667,np_fan_in,0.1,layer_2,Layer 2,1,0.021670675460173545,0.35812394693493843,0.008842259005177766,3.6042537658431684e-05
6,1,0.004166666666666667,np_fan_in,0.1,layer_3,Layer 3,2,0.2677185454414333,0.9921441972255707,0.018062046612612903,6.363944754639306e-05
6,1,0.004166666666666667,np_fixed,0.3,all,All layers,-1,0.09290065910299365,0.7323179952800274,0.010006339172832668,4.271758257345937e-05
6,1,0.004166666666666667,np_fixed,0.3,layer_1,Layer 1,0,0.0026198783973920095,0.03266119724139571,0.010448732879012823,4.0671666738489876e-05
6,1,0.004166666666666667,np_fixed,0.3,layer_2,Layer 2,1,0.020886281071580016,0.2698774849995971,0.008552183455321938,3.980248334300995e-05
6,1,0.004166666666666667,np_fixed,0.3,layer_3,Layer 3,2,0.2564155817242863,0.9936745911836624,0.018100432702340186,8.240569559347932e-05
6,1,0.004166666666666667,wp,0.225,all,All layers,-1,0.03945633218487501,0.4816184062510729,0.0803503068163991,0.0003509131529426668
6,1,0.004166666666666667,wp,0.225,layer_1,Layer 1,0,0.0018964694449645474,0.020798134617507458,0.07934308517724276,0.0003206618657713989
6,1,0.004166666666666667,wp,0.225,layer_2,Layer 2,1,0.01121610406322399,0.16996070090681314,0.07978404965251684,0.00038887158370926045
6,1,0.004166666666666667,wp,0.225,layer_3,Layer 3,2,0.13898865778674008,0.8999996557831764,0.09293814096599817,0.00028925593869644217
6,120,0.5,np,0.15,all,All layers,-1,0.2142727911596523,0.9230867177248001,0.005961714196018875,3.274308483014465e-05
6,120,0.5,np,0.15,layer_1,Layer 1,0,0.05954629919987345,0.6738835722208023,0.005603446043096483,2.108400758515927e-05
6,120,0.5,np,0.15,layer_2,Layer 2,1,0.15096412931180178,0.8677444905042648,0.005614944209810346,3.831758061778601e-05
6,120,0.5,np,0.15,layer_3,Layer 3,2,0.463273780727468,0.9929892048239708,0.011602017912082374,8.141973603414954e-05
6,120,0.5,np_fan_in,0.1,all,All layers,-1,0.19013310650924117,0.923709511756897,0.006783639080822468,3.0114154014881933e-05
6,120,0.5,np_fan_in,0.1,layer_1,Layer 1,0,0.053737455832614,0.6525426954030991,0.006871478632092476,2.6388565402157838e-05
6,120,0.5,np_fan_in,0.1,layer_2,Layer 2,1,0.12987950762653783,0.8477211147546768,0.005861954530701041,2.7169323743692075e-05
6,120,0.5,np_fan_in,0.1,layer_3,Layer 3,2,0.43283245782804447,0.9870349019765854,0.013454399886541069,8.347749417225714e-05
6,120,0.5,np_fixed,0.3,all,All layers,-1,0.205790362159712,0.9435037523508072,0.006635650468524545,3.252382452956226e-05
6,120,0.5,np_fixed,0.3,layer_1,Layer 1,0,0.049735189887898434,0.6223789043724537,0.006794636254198849,2.810646469697531e-05
6,120,0.5,np_fixed,0.3,layer_2,Layer 2,1,0.14059779999149857,0.8789477050304413,0.005699305736925453,2.510687545509427e-05
6,120,0.5,np_fixed,0.3,layer_3,Layer 3,2,0.45535537736917225,0.9894579127430916,0.012854520813561976,0.00012719827418550267
6,120,0.5,wp,0.225,all,All layers,-1,0.0762474054244611,0.7096009366214275,0.05936971306800842,0.00027407043307903223
6,120,0.5,wp,0.225,layer_1,Layer 1,0,0.018992174826651838,0.2632164219394326,0.05837034806609154,0.0002464516037434805
6,120,0.5,wp,0.225,layer_2,Layer 2,1,0.05022340931747446,0.5649559404700994,0.058782477863132954,0.0002826284762704745
6,120,0.5,wp,0.225,layer_3,Layer 3,2,0.2284736538196834,0.949038989841938,0.072062480263412,0.0004265566276444588
6,240,1.0,np,0.15,all,All layers,-1,0.18323068934974268,0.8452659770846367,0.0057693024864420295,3.0480108080155333e-05
6,240,1.0,np,0.15,layer_1,Layer 1,0,0.05278738794194737,0.6387317217886448,0.005360115610528737,2.1567571593550383e-05
6,240,1.0,np,0.15,layer_2,Layer 2,1,0.13254127471226032,0.8361905664205551,0.0055613415606785566,2.8861952614533948e-05
