seed,checkpoint_epoch,batch_index,method,sigma,component,component_label,layer_index,avg_sample_cosine,mean_estimate_cosine,sample_variance,batch_variance
3,1,40,np_fan_in,0.00875,all,All parameters,-1,0.020777539985065232,0.20255015790462494,2.1202318775976893e-05,2.188270116221247e-07
3,1,40,np_fixed,0.12,all,All parameters,-1,0.012863832450821065,0.12688493728637695,6.663810385362013e-05,6.649148645010428e-07
3,1,40,wp,0.0275,all,All parameters,-1,0.0007426820527507516,0.007479173131287098,0.011565007120370865,0.00011616112169576809
3,1,41,np,0.0325,all,All parameters,-1,0.028449562864843757,0.2552838623523712,1.48174071637186e-05,1.7019343090396433e-07
3,1,41,np_fan_in,0.00875,all,All parameters,-1,0.023860342057596427,0.22744937241077423,2.0734349272970577e-05,2.2052024917229573e-07
3,1,41,np_fixed,0.12,all,All parameters,-1,0.015182772124244365,0.15157505869865417,6.072880598367192e-05,6.215227017491998e-07
3,1,41,wp,0.0275,all,All parameters,-1,0.0009939676152498577,0.01019690465182066,0.010013943826779724,0.00010052248399006203
3,1,42,np,0.0325,all,All parameters,-1,0.014009194149984978,0.13603711128234863,1.2532436121546198e-05,1.4490308331005508e-07
3,1,42,np_fan_in,0.00875,all,All parameters,-1,0.011556724297406618,0.1128479614853859,1.7383283593517264e-05,1.884821472231124e-07
3,1,42,np_fixed,0.12,all,All parameters,-1,0.011556608225801028,0.11292891204357147,5.1841745298588647e-05,5.480753770825686e-07
3,1,42,wp,0.0275,all,All parameters,-1,0.0005270002300312626,0.005333827342838049,0.008613995225168765,8.596628322266042e-05
3,1,43,np,0.0325,all,All parameters,-1,0.026894764453245443,0.24983108043670654,1.5643153064957006e-05,1.7798912210764684e-07
3,1,43,np_fan_in,0.00875,all,All parameters,-1,0.025462340832455084,0.24364466965198517,1.9949552888647305e-05,2.1238872704998357e-07
3,1,43,np_fixed,0.12,all,All parameters,-1,0.021940014717547456,0.21546202898025513,6.319686817732873e-05,6.472902214227361e-07
3,1,43,wp,0.0275,all,All parameters,-1,0.0012055240405879886,0.01233763713389635,0.010521105816587805,0.00010505980026209727
3,1,44,np,0.0325,all,All parameters,-1,0.021139019561815076,0.1997046321630478,1.3551081001423882e-05,1.5264096475675615e-07
3,1,44,np_fan_in,0.00875,all,All parameters,-1,0.02322770326049067,0.21808354556560516,1.799485627998365e-05,1.989624820453173e-07
3,1,44,np_fixed,0.12,all,All parameters,-1,0.013017844237328973,0.12982992827892303,5.234399912296794e-05,5.354719405659125e-07
3,1,44,wp,0.0275,all,All parameters,-1,0.0007298516109585762,0.007465297821909189,0.00935842901468277,9.398613474331796e-05
3,1,45,np,0.0325,all,All parameters,-1,0.021400777344824748,0.19896310567855835,1.331205278802372e-05,1.5271834286068042e-07
3,1,45,np_fan_in,0.00875,all,All parameters,-1,0.021458055263210554,0.20802022516727448,1.572962935824762e-05,1.6858719220635976e-07
3,1,45,np_fixed,0.12,all,All parameters,-1,0.016626103787930332,0.1614551842212677,4.788568832736928e-05,4.878798449681199e-07
3,1,45,wp,0.0275,all,All parameters,-1,0.0010306830831541447,0.010592895559966564,0.009162321840412914,9.185285307466984e-05
3,1,46,np,0.0325,all,All parameters,-1,0.015873062557002413,0.14503349363803864,1.3120015082677128e-05,1.5262965291640285e-07
3,1,46,np_fan_in,0.00875,all,All parameters,-1,0.017233734139736043,0.1649162918329239,1.8021514879364986e-05,1.9105623039195052e-07
