task,method,method_label,score_metric,best_train_loss_mean,best_train_loss_std,best_test_loss_mean,best_test_loss_std,best_train_score_mean,best_train_score_std,best_test_score_mean,best_test_score_std,convergence_epoch_mean,convergence_epoch_std,cosine_mean,cosine_std,variance_mean,variance_std
MNIST,bp,BP,Accuracy,0.00016318260696716606,1.9613706634839486e-05,0.003968810604512691,1.7646353072033097e-05,1.0,0.0,0.98536,0.00037815340802376484,18.6,0.5477225575051664,1.0,0.0,0.0,0.0
MNIST,np,IS NP,Accuracy,0.009538004831969737,0.00031720527519920504,0.00942574554681778,0.00028853005343020026,0.9602,0.0026540064054180355,0.96154,0.0009502631214563524,55.6,4.219004621945797,0.2068219574518108,0.015060198447320311,1.2769762647627143e-05,3.6424306693287316e-07
MNIST,np_fan_in,Fan-in NP,Accuracy,0.012993198660016058,0.000568897233126419,0.012296055671572685,0.0005319604347272661,0.9413499999999999,0.0031750984236712868,0.94794,0.0022897598127314613,121.8,5.761944116355174,0.20184346057647376,0.011639338928274604,1.540579976232328e-05,3.4379797950511515e-07
MNIST,np_fixed,Vanilla NP,Accuracy,0.018047959527373314,0.0004935841834064451,0.017093315638899802,0.0004564960903922069,0.9207000000000001,0.001472667647502302,0.9288000000000001,0.0021863211109075472,162.4,17.067512999848574,0.1489623307090917,0.0033326248928882162,3.932216373648185e-05,4.0103728685581133e-07
MNIST,wp,WP,Accuracy,0.03876484493613243,0.0014462244735534906,0.037685954662561416,0.0016338961733086796,0.8089000000000001,0.0074195687206197935,0.82128,0.004040668261562657,90.4,30.146309890266835,0.009649859345133311,0.0004469839827526936,0.008205841362240208,0.00016214372258973692
