seed,method,method_label,epoch,train_loss,test_loss,train_score,test_score,train_acc,test_acc
0,bp,BP,67,0.043492315858602526,0.06256236772537231,0.74975,0.549,0.74975,0.549
0,bp,BP,68,0.042513526797294615,0.06210156935453415,0.764,0.5571,0.764,0.5571
0,bp,BP,69,0.042167566061019894,0.06190614756345749,0.764,0.5571,0.764,0.5571
0,bp,BP,70,0.0422748467028141,0.062424456667900086,0.76075,0.5524,0.76075,0.5524
0,bp,BP,71,0.04185971385240555,0.0625005334854126,0.77075,0.5553,0.77075,0.5553
0,bp,BP,72,0.04158632805943489,0.06285473644733429,0.774,0.5526,0.774,0.5526
0,bp,BP,73,0.04061414530873299,0.06240797847509384,0.78375,0.5583,0.78375,0.5583
0,bp,BP,74,0.040671021401882175,0.06299688529968261,0.77375,0.5527,0.77375,0.5527
0,bp,BP,75,0.040205864995718,0.06266650949716568,0.78575,0.5521,0.78575,0.5521
0,bp,BP,76,0.0402966049015522,0.06335520658493042,0.783,0.5525,0.783,0.5525
0,bp,BP,77,0.039446460247039794,0.06297460902929305,0.8,0.5551,0.8,0.5551
0,bp,BP,78,0.03942014092206955,0.06351482601165771,0.7925,0.5523,0.7925,0.5523
0,bp,BP,79,0.03923933827877045,0.06369697349071503,0.7995,0.5491,0.7995,0.5491
0,bp,BP,80,0.03822878801822662,0.0631462942123413,0.80375,0.5526,0.80375,0.5526
0,np,IS NP,1,0.08961013197898865,0.08954403564929962,0.17025,0.1715,0.17025,0.1715
0,np,IS NP,2,0.08801333087682724,0.08800852494239807,0.1995,0.2025,0.1995,0.2025
0,np,IS NP,3,0.08680147767066955,0.0867715822815895,0.2355,0.2378,0.2355,0.2378
0,np,IS NP,4,0.08602868521213532,0.08596327885389328,0.2525,0.2624,0.2525,0.2624
0,np,IS NP,5,0.08549321907758713,0.08542611342668534,0.27,0.2781,0.27,0.2781
0,np,IS NP,6,0.08506224179267884,0.08499450404644013,0.28075,0.2838,0.28075,0.2838
0,np,IS NP,7,0.08453638112545013,0.08452337299585343,0.2825,0.2855,0.2825,0.2855
0,np,IS NP,8,0.08423188501596451,0.08418152338266373,0.2855,0.2941,0.2855,0.2941
0,np,IS NP,9,0.08370544701814651,0.08367385904788971,0.289,0.2977,0.289,0.2977
0,np,IS NP,10,0.083745649933815,0.08369737048149109,0.27775,0.2911,0.27775,0.2911
0,np,IS NP,11,0.08332932841777801,0.08334304819107055,0.2815,0.2944,0.2815,0.2944
0,np,IS NP,12,0.08272049468755723,0.08272220529317856,0.29275,0.2983,0.29275,0.2983
0,np,IS NP,13,0.08268700695037842,0.08272654144763947,0.29275,0.305,0.29275,0.305
0,np,IS NP,14,0.08241344296932221,0.0823831679224968,0.29875,0.3062,0.29875,0.3062
0,np,IS NP,15,0.08219991302490234,0.08220408014059066,0.297,0.3026,0.297,0.3026
0,np,IS NP,16,0.08237529647350311,0.08231216404438019,0.2975,0.3148,0.2975,0.3148
0,np,IS NP,17,0.08179464846849442,0.08177460106611252,0.312,0.3244,0.312,0.3244
0,np,IS NP,18,0.08178931677341461,0.08171789342164994,0.30725,0.3214,0.30725,0.3214
0,np,IS NP,19,0.08194595468044281,0.08195794062614441,0.312,0.3215,0.312,0.3215
0,np,IS NP,20,0.08176417678594589,0.08172207285165786,0.305,0.3114,0.305,0.3114
0,np,IS NP,21,0.08142932897806168,0.0813639833331108,0.31225,0.3235,0.31225,0.3235
0,np,IS NP,22,0.08130497115850449,0.0812716148853302,0.311,0.323,0.311,0.323
0,np,IS NP,23,0.08155341690778732,0.08153793100118636,0.314,0.3212,0.314,0.3212
0,np,IS NP,24,0.08110568988323212,0.08105676192045212,0.31775,0.324,0.31775,0.324
0,np,IS NP,25,0.08133404409885406,0.08131703412532806,0.3095,0.3173,0.3095,0.3173
0,np,IS NP,26,0.0810248852968216,0.08100447018146514,0.3085,0.3206,0.3085,0.3206
0,np,IS NP,27,0.08056561183929443,0.08059341926574708,0.31325,0.3259,0.31325,0.3259
0,np,IS NP,28,0.0810667125582695,0.08107634822130204,0.30525,0.3216,0.30525,0.3216
0,np,IS NP,29,0.08089257752895355,0.08084455230236054,0.3225,0.3348,0.3225,0.3348
0,np,IS NP,30,0.08081988286972046,0.08073555824756622,0.32875,0.3412,0.32875,0.3412
0,np,IS NP,31,0.08076839315891265,0.0806415423154831,0.31925,0.334,0.31925,0.334
0,np,IS NP,32,0.08050634372234344,0.08046785991191864,0.3335,0.3406,0.3335,0.3406
0,np,IS NP,33,0.08087609094381333,0.08084972816705703,0.326,0.339,0.326,0.339
0,np,IS NP,34,0.08062672108411789,0.08080181908607482,0.3185,0.3272,0.3185,0.3272
0,np,IS NP,35,0.08014851945638657,0.08022649080753326,0.32225,0.3332,0.32225,0.3332
0,np,IS NP,36,0.08014241069555282,0.08023622829914093,0.335,0.3399,0.335,0.3399
0,np,IS NP,37,0.08024540859460831,0.08034724737405777,0.327,0.3392,0.327,0.3392
0,np,IS NP,38,0.07999376648664475,0.08012480365037918,0.335,0.3411,0.335,0.3411
0,np,IS NP,39,0.0803374136686325,0.08042457703351974,0.337,0.345,0.337,0.345
0,np,IS NP,40,0.08007702922821044,0.08013517289161683,0.33325,0.3465,0.33325,0.3465
0,np,IS NP,41,0.07979527646303176,0.07991957453489304,0.33775,0.3482,0.33775,0.3482
0,np,IS NP,42,0.07989458113908768,0.08007276194095611,0.33075,0.3471,0.33075,0.3471
0,np,IS NP,43,0.07997817933559417,0.08016832953691483,0.337,0.3429,0.337,0.3429
0,np,IS NP,44,0.0799047759771347,0.07995854412317276,0.34475,0.3512,0.34475,0.3512
0,np,IS NP,45,0.08017229914665222,0.08021082519292831,0.33475,0.3392,0.33475,0.3392
0,np,IS NP,46,0.07985531723499298,0.07982212702035904,0.337,0.3498,0.337,0.3498
0,np,IS NP,47,0.08011567795276642,0.08012505705356598,0.32875,0.3397,0.32875,0.3397
0,np,IS NP,48,0.07973925560712815,0.07977221848964691,0.34025,0.351,0.34025,0.351
0,np,IS NP,49,0.07973690551519394,0.07976914204359055,0.337,0.3476,0.337,0.3476
0,np,IS NP,50,0.07983429580926896,0.07978041256666184,0.33925,0.3542,0.33925,0.3542
0,np,IS NP,51,0.07989221560955048,0.07987780656814575,0.34,0.3479,0.34,0.3479
0,np,IS NP,52,0.07964737379550933,0.07969929661750794,0.34175,0.3483,0.34175,0.3483
0,np,IS NP,53,0.0796520391702652,0.07974847072362899,0.34475,0.3563,0.34475,0.3563
0,np,IS NP,54,0.07949485015869141,0.07960011690855026,0.34775,0.3557,0.34775,0.3557
0,np,IS NP,55,0.07981921780109405,0.07983524299860001,0.34225,0.3562,0.34225,0.3562
0,np,IS NP,56,0.07967703753709793,0.07976281098127365,0.34825,0.3548,0.34825,0.3548
0,np,IS NP,57,0.07943283569812774,0.07946034305095673,0.34675,0.3598,0.34675,0.3598
0,np,IS NP,58,0.07950675106048584,0.07956184239387512,0.338,0.3461,0.338,0.3461
0,np,IS NP,59,0.07937548404932022,0.07948277179002762,0.34425,0.3545,0.34425,0.3545
0,np,IS NP,60,0.0793383188843727,0.07940565458536149,0.34325,0.3505,0.34325,0.3505
0,np,IS NP,61,0.07918975877761841,0.0792618490934372,0.3475,0.3548,0.3475,0.3548
0,np,IS NP,62,0.0796527293920517,0.07965541478395462,0.336,0.3504,0.336,0.3504
0,np,IS NP,63,0.07918591779470444,0.07918250856399536,0.34175,0.35,0.34175,0.35
0,np,IS NP,64,0.07939451688528061,0.07949010347127915,0.33075,0.3409,0.33075,0.3409
0,np,IS NP,65,0.07943412983417511,0.07948460091352463,0.325,0.3389,0.325,0.3389
0,np,IS NP,66,0.07945287966728211,0.07951949595212937,0.33725,0.3411,0.33725,0.3411
0,np,IS NP,67,0.07943206804990768,0.07951590077877045,0.33575,0.3396,0.33575,0.3396
0,np,IS NP,68,0.07901451981067657,0.07916063627004623,0.33125,0.3422,0.33125,0.3422
0,np,IS NP,69,0.07911292695999146,0.07915611571073532,0.32975,0.3491,0.32975,0.3491
0,np,IS NP,70,0.07922514063119888,0.07924500455856323,0.335,0.3516,0.335,0.3516
0,np,IS NP,71,0.0792437556385994,0.07942130897045135,0.338,0.3519,0.338,0.3519
0,np,IS NP,72,0.07914751118421555,0.0792966543674469,0.3285,0.3458,0.3285,0.3458
0,np,IS NP,73,0.07891153234243393,0.0790074154496193,0.344,0.3512,0.344,0.3512
0,np,IS NP,74,0.07915509724617005,0.07917691901922226,0.34025,0.3564,0.34025,0.3564
0,np,IS NP,75,0.07888741105794907,0.07891350945234299,0.347,0.3548,0.347,0.3548
0,np,IS NP,76,0.07893789863586426,0.07894559565782547,0.34175,0.3579,0.34175,0.3579
0,np,IS NP,77,0.07881063848733902,0.0788094015955925,0.343,0.3538,0.343,0.3538
0,np,IS NP,78,0.07891957122087478,0.07896052109003067,0.3515,0.3578,0.3515,0.3578
0,np,IS NP,79,0.07883705461025238,0.07879805272817611,0.341,0.3556,0.341,0.3556
0,np,IS NP,80,0.07943153661489487,0.0793681458234787,0.3485,0.3587,0.3485,0.3587
0,np_fixed,Vanilla NP,1,0.09335871875286102,0.09321449295282364,0.10125,0.109,0.10125,0.109
0,np_fixed,Vanilla NP,2,0.090936836540699,0.09089142545461655,0.135,0.1385,0.135,0.1385
0,np_fixed,Vanilla NP,3,0.08979978328943253,0.08970780656337737,0.1935,0.1869,0.1935,0.1869
0,np_fixed,Vanilla NP,4,0.08917482948303222,0.0890286092877388,0.1915,0.193,0.1915,0.193
0,np_fixed,Vanilla NP,5,0.08877496081590652,0.08868165426254272,0.19425,0.1944,0.19425,0.1944
0,np_fixed,Vanilla NP,6,0.08823914587497711,0.08811768043041229,0.21175,0.2163,0.21175,0.2163
0,np_fixed,Vanilla NP,7,0.08790476608276367,0.08786536176204682,0.2115,0.2149,0.2115,0.2149
0,np_fixed,Vanilla NP,8,0.08778747856616974,0.08776682841777801,0.2165,0.2149,0.2165,0.2149
0,np_fixed,Vanilla NP,9,0.08744735503196717,0.08746303383111954,0.21775,0.2237,0.21775,0.2237
0,np_fixed,Vanilla NP,10,0.08714439380168915,0.08711500961780548,0.2245,0.2289,0.2245,0.2289
0,np_fixed,Vanilla NP,11,0.08686842888593674,0.08684664397239684,0.2345,0.231,0.2345,0.231
0,np_fixed,Vanilla NP,12,0.08649439263343811,0.08646695255041123,0.24425,0.2438,0.24425,0.2438
0,np_fixed,Vanilla NP,13,0.08649955958127975,0.08647913006544113,0.2445,0.239,0.2445,0.239
0,np_fixed,Vanilla NP,14,0.0860204154253006,0.08596620644330978,0.25575,0.2635,0.25575,0.2635
0,np_fixed,Vanilla NP,15,0.08586056590080261,0.08583712197542191,0.251,0.2516,0.251,0.2516
0,np_fixed,Vanilla NP,16,0.08558242100477219,0.08552046345472336,0.26,0.2656,0.26,0.2656
0,np_fixed,Vanilla NP,17,0.08522923511266708,0.08520911264419556,0.26175,0.2689,0.26175,0.2689
0,np_fixed,Vanilla NP,18,0.08530127632617951,0.08522714700698852,0.26225,0.2664,0.26225,0.2664
0,np_fixed,Vanilla NP,19,0.08516429775953292,0.08504620252847672,0.26825,0.2669,0.26825,0.2669
0,np_fixed,Vanilla NP,20,0.08500535994768142,0.08492160247564316,0.26875,0.2732,0.26875,0.2732
0,np_fixed,Vanilla NP,21,0.0846850933432579,0.08460345970392227,0.28025,0.2814,0.28025,0.2814
0,np_fixed,Vanilla NP,22,0.08433547180891036,0.08431226485967636,0.2825,0.2845,0.2825,0.2845
0,np_fixed,Vanilla NP,23,0.08451496380567551,0.08442300337553024,0.28425,0.2943,0.28425,0.2943
0,np_fixed,Vanilla NP,24,0.0841388040781021,0.08402821340560913,0.2885,0.2908,0.2885,0.2908
0,np_fixed,Vanilla NP,25,0.08414636367559433,0.08410512204170227,0.2815,0.2859,0.2815,0.2859
0,np_fixed,Vanilla NP,26,0.08388312834501266,0.08375248341560364,0.277,0.293,0.277,0.293
0,np_fixed,Vanilla NP,27,0.08392910808324813,0.08376636339426041,0.281,0.2899,0.281,0.2899
0,np_fixed,Vanilla NP,28,0.08406778299808502,0.08396233185529708,0.273,0.2809,0.273,0.2809
0,np_fixed,Vanilla NP,29,0.08377645856142044,0.08367651118040084,0.28925,0.3018,0.28925,0.3018
0,np_fixed,Vanilla NP,30,0.08386270779371262,0.08378944115638733,0.29,0.303,0.29,0.303
0,np_fixed,Vanilla NP,31,0.08374575108289718,0.08363382999897004,0.29525,0.2979,0.29525,0.2979
0,np_fixed,Vanilla NP,32,0.08362213134765625,0.0835423479437828,0.29825,0.3069,0.29825,0.3069
0,np_fixed,Vanilla NP,33,0.08336544561386108,0.08321259740591049,0.3015,0.3119,0.3015,0.3119
0,np_fixed,Vanilla NP,34,0.08322529435157776,0.08316497632265091,0.29025,0.3016,0.29025,0.3016
0,np_fixed,Vanilla NP,35,0.08335804200172424,0.08329538546800613,0.289,0.302,0.289,0.302
0,np_fixed,Vanilla NP,36,0.08304466909170151,0.08294712439775467,0.28725,0.2994,0.28725,0.2994
0,np_fixed,Vanilla NP,37,0.08307399988174438,0.08298420271873475,0.3,0.3103,0.3,0.3103
0,np_fixed,Vanilla NP,38,0.0831447491645813,0.08310544357299805,0.2935,0.3049,0.2935,0.3049
0,np_fixed,Vanilla NP,39,0.0831774601340294,0.08309830243587493,0.3,0.3166,0.3,0.3166
0,np_fixed,Vanilla NP,40,0.08293229055404663,0.08292936508655548,0.29125,0.3083,0.29125,0.3083
0,np_fixed,Vanilla NP,41,0.08249207264184952,0.08247259254455566,0.29775,0.3128,0.29775,0.3128
0,np_fixed,Vanilla NP,42,0.08274293851852417,0.08270909748077393,0.306,0.3146,0.306,0.3146
0,np_fixed,Vanilla NP,43,0.08251365011930466,0.08236565498113632,0.3065,0.3138,0.3065,0.3138
0,np_fixed,Vanilla NP,44,0.08254654741287232,0.08244964673519134,0.2945,0.3035,0.2945,0.3035
0,np_fixed,Vanilla NP,45,0.08229865223169326,0.0822000061750412,0.299,0.3118,0.299,0.3118
0,np_fixed,Vanilla NP,46,0.08274735587835312,0.08265740088224412,0.31375,0.3215,0.31375,0.3215
0,np_fixed,Vanilla NP,47,0.0824026888012886,0.08231132813692092,0.31625,0.3205,0.31625,0.3205
0,np_fixed,Vanilla NP,48,0.08224150848388671,0.08218319826126098,0.318,0.3295,0.318,0.3295
0,np_fixed,Vanilla NP,49,0.08235989487171173,0.08218455705642701,0.30175,0.3144,0.30175,0.3144
0,np_fixed,Vanilla NP,50,0.08213889324665069,0.08196377530097962,0.30725,0.3164,0.30725,0.3164
0,np_fixed,Vanilla NP,51,0.08202028143405914,0.08194040714502335,0.3125,0.3255,0.3125,0.3255
0,np_fixed,Vanilla NP,52,0.08182923859357834,0.0817063599228859,0.315,0.3317,0.315,0.3317
0,np_fixed,Vanilla NP,53,0.08211322557926178,0.08197886366844177,0.31,0.3273,0.31,0.3273
0,np_fixed,Vanilla NP,54,0.08175966966152191,0.0817117780327797,0.31025,0.3316,0.31025,0.3316
0,np_fixed,Vanilla NP,55,0.08165452867746353,0.08156124002933503,0.31075,0.3341,0.31075,0.3341
0,np_fixed,Vanilla NP,56,0.08155025070905686,0.08150337320566177,0.31425,0.3331,0.31425,0.3331
0,np_fixed,Vanilla NP,57,0.08164300262928009,0.08160492376089096,0.31675,0.3346,0.31675,0.3346
0,np_fixed,Vanilla NP,58,0.08176293510198593,0.08169536697864532,0.3165,0.3301,0.3165,0.3301
0,np_fixed,Vanilla NP,59,0.08149764174222947,0.08149130152463913,0.30925,0.3205,0.30925,0.3205
0,np_fixed,Vanilla NP,60,0.08138150751590728,0.08144290964603423,0.31675,0.3239,0.31675,0.3239
0,np_fixed,Vanilla NP,61,0.08132758814096451,0.08135401173830033,0.32225,0.3264,0.32225,0.3264
0,np_fixed,Vanilla NP,62,0.08137077420949936,0.0813283367395401,0.329,0.3291,0.329,0.3291
0,np_fixed,Vanilla NP,63,0.08144636046886444,0.08137358524799347,0.31325,0.3254,0.31325,0.3254
0,np_fixed,Vanilla NP,64,0.08153045862913132,0.08153522872924805,0.32775,0.3303,0.32775,0.3303
0,np_fixed,Vanilla NP,65,0.08140451413393021,0.08131251609325409,0.312,0.3291,0.312,0.3291
0,np_fixed,Vanilla NP,66,0.08120880538225174,0.08123093448877335,0.3225,0.3317,0.3225,0.3317
0,np_fixed,Vanilla NP,67,0.08129972863197327,0.08130081906318665,0.3205,0.3276,0.3205,0.3276
0,np_fixed,Vanilla NP,68,0.081299181163311,0.08129548003673553,0.3205,0.3227,0.3205,0.3227
0,np_fixed,Vanilla NP,69,0.08152078068256378,0.08140478596687317,0.31475,0.3304,0.31475,0.3304
0,np_fixed,Vanilla NP,70,0.08202669036388398,0.08190122439861297,0.31675,0.3251,0.31675,0.3251
0,np_fixed,Vanilla NP,71,0.08148351365327836,0.08129224915504456,0.3155,0.3218,0.3155,0.3218
0,np_fixed,Vanilla NP,72,0.08157838332653046,0.08149578088521957,0.3165,0.3216,0.3165,0.3216
0,np_fixed,Vanilla NP,73,0.08169624096155166,0.08156251431703568,0.30475,0.316,0.30475,0.316
0,np_fixed,Vanilla NP,74,0.08211470818519592,0.08202072079181671,0.32375,0.3311,0.32375,0.3311
0,np_fixed,Vanilla NP,75,0.08131781148910522,0.08118869379758835,0.31675,0.3266,0.31675,0.3266
0,np_fixed,Vanilla NP,76,0.08142732089757919,0.08141202776432037,0.30625,0.3153,0.30625,0.3153
0,np_fixed,Vanilla NP,77,0.08115462058782577,0.0810971329331398,0.3205,0.335,0.3205,0.335
0,np_fixed,Vanilla NP,78,0.08108180969953536,0.08102157689332962,0.32775,0.3354,0.32775,0.3354
0,np_fixed,Vanilla NP,79,0.0812142270207405,0.08116886724233627,0.31,0.3228,0.31,0.3228
0,np_fixed,Vanilla NP,80,0.08121354937553406,0.08120425173044205,0.3335,0.3404,0.3335,0.3404
0,np_fan_in,Fan-in NP,1,0.0916701967716217,0.09157527105808258,0.13775,0.1425,0.13775,0.1425
0,np_fan_in,Fan-in NP,2,0.09013858985900879,0.09009681063890457,0.1695,0.172,0.1695,0.172
0,np_fan_in,Fan-in NP,3,0.0890882099866867,0.08902599663734435,0.1945,0.1971,0.1945,0.1971
0,np_fan_in,Fan-in NP,4,0.08841314101219178,0.08833088731765747,0.2125,0.2188,0.2125,0.2188
0,np_fan_in,Fan-in NP,5,0.08803673601150512,0.08797646166086197,0.2175,0.2248,0.2175,0.2248
0,np_fan_in,Fan-in NP,6,0.08758819764852524,0.08751576793193817,0.244,0.2476,0.244,0.2476
0,np_fan_in,Fan-in NP,7,0.08716624510288239,0.08715032020807266,0.24425,0.2424,0.24425,0.2424
0,np_fan_in,Fan-in NP,8,0.08691061019897461,0.0868816282749176,0.25275,0.256,0.25275,0.256
0,np_fan_in,Fan-in NP,9,0.08640231198072433,0.08639788609743118,0.25625,0.2559,0.25625,0.2559
0,np_fan_in,Fan-in NP,10,0.08617939794063569,0.08613624709844589,0.26225,0.2608,0.26225,0.2608
0,np_fan_in,Fan-in NP,11,0.08580461943149567,0.08577544728517532,0.264,0.2663,0.264,0.2663
0,np_fan_in,Fan-in NP,12,0.08541589349508286,0.08538509145975112,0.2695,0.2729,0.2695,0.2729
0,np_fan_in,Fan-in NP,13,0.08526749169826507,0.08527001594305038,0.2725,0.2764,0.2725,0.2764
0,np_fan_in,Fan-in NP,14,0.08489165604114532,0.08484636714458466,0.28025,0.2893,0.28025,0.2893
0,np_fan_in,Fan-in NP,15,0.08472475618124008,0.08467445591688157,0.279,0.2802,0.279,0.2802
0,np_fan_in,Fan-in NP,16,0.08456232798099518,0.08447600133419036,0.28875,0.2912,0.28875,0.2912
0,np_fan_in,Fan-in NP,17,0.08416071528196335,0.08409600584506989,0.2945,0.2955,0.2945,0.2955
0,np_fan_in,Fan-in NP,18,0.08409064191579818,0.08404250948429108,0.30175,0.3018,0.30175,0.3018
0,np_fan_in,Fan-in NP,19,0.08409512770175934,0.08404398769140244,0.2995,0.297,0.2995,0.297
0,np_fan_in,Fan-in NP,20,0.08366624689102173,0.08360723301172257,0.303,0.31,0.303,0.31
0,np_fan_in,Fan-in NP,21,0.0836073939204216,0.08353146691322327,0.29875,0.3053,0.29875,0.3053
0,np_fan_in,Fan-in NP,22,0.08334011787176132,0.083280670773983,0.3,0.309,0.3,0.309
0,np_fan_in,Fan-in NP,23,0.08334221994876861,0.08326576579809189,0.2995,0.309,0.2995,0.309
0,np_fan_in,Fan-in NP,24,0.08296389919519424,0.08289502909183502,0.30025,0.3136,0.30025,0.3136
0,np_fan_in,Fan-in NP,25,0.08301438814401627,0.08299855518341065,0.29925,0.3083,0.29925,0.3083
0,np_fan_in,Fan-in NP,26,0.0827333961725235,0.08265805451869965,0.30125,0.3116,0.30125,0.3116
0,np_fan_in,Fan-in NP,27,0.08247985863685608,0.08244657821655274,0.3005,0.3129,0.3005,0.3129
0,np_fan_in,Fan-in NP,28,0.08285926365852356,0.08283731330633164,0.29825,0.3024,0.29825,0.3024
0,np_fan_in,Fan-in NP,29,0.08245714241266251,0.08243204065561295,0.3125,0.3225,0.3125,0.3225
0,np_fan_in,Fan-in NP,30,0.08246983474493026,0.08240051515102387,0.31175,0.3235,0.31175,0.3235
0,np_fan_in,Fan-in NP,31,0.08228650504350662,0.08217459045648574,0.306,0.3176,0.306,0.3176
0,np_fan_in,Fan-in NP,32,0.08227356660366059,0.08217120490074158,0.31225,0.321,0.31225,0.321
