index,task,method,method_label,score_metric,best_train_loss_mean,best_train_loss_std,best_test_loss_mean,best_test_loss_std,best_train_score_mean,best_train_score_std,best_test_score_mean,best_test_score_std,convergence_epoch_mean,convergence_epoch_std,cosine_mean,cosine_std,variance_mean,variance_std
0,Sinus,bp,BP,R2,0.09252833500504494,0.0003082224304160399,0.08215131089091302,0.00022404966221063215,0.5288070619106293,0.0015695828672206672,0.5364584624767303,0.0012641940706654346,132.8,27.054677147501792,1.0,0.0,0.0,0.0
1,Sinus,np,IS NP,R2,0.09213561341166496,0.0006767212043863088,0.08254115059971809,0.0008832292067356933,0.5308069825172425,0.003446125509263168,0.5342587888240814,0.004983642640359652,119.5,25.979692924367765,0.7277060925029218,0.06847845999643261,0.007349902368150652,0.0005183859969322154
2,Sinus,np_fan_in,Fan-in NP,R2,0.09313783720135689,0.0005699351452041277,0.08251632004976273,0.0008344564653035563,0.5257032215595245,0.0029023516027215637,0.5343988716602326,0.004708433502353088,172.1,28.81916800402892,0.7438002625208658,0.06343850964187693,0.007866494510866082,0.0004397182889805248
3,Sinus,np_fixed,Vanilla NP,R2,0.09361226260662078,0.0009594501137595434,0.08295883908867836,0.0008564902930303712,0.5232872605323792,0.004885906970448602,0.5319019496440888,0.0048327780274554175,225.9,34.281352235743434,0.7489326620784899,0.06562455649673457,0.007842448126757518,0.0004380427458898219
4,Sinus,wp,WP,R2,0.09746862500905991,0.0032444333802630235,0.0864658996462822,0.003573249606179616,0.5036490440368653,0.016522028711609515,0.5121132671833039,0.02016218782700786,228.9,58.24936814154201,0.42927375598713596,0.09129134722960479,0.06206794149863223,0.003729091961923339
