seed,condition,condition_label,input_scale,checkpoint_epoch,batch_index,method,method_label,sigma,mean_estimate_cosine,avg_sample_cosine,sample_variance,batch_variance
0,base,"[-1, 1]",1.0,120,3,np_fan_in,Fan-in NP,0.1,0.6662487983703613,0.05032913584436756,0.007355565670877695,2.352378396608401e-05
0,base,"[-1, 1]",1.0,120,3,np_fixed,Vanilla NP,0.3,0.49646997451782227,0.03928782358440609,0.007095797453075647,3.4522079658927396e-05
0,base,"[-1, 1]",1.0,120,3,wp,WP,0.225,0.131623774766922,0.011060808041656855,0.061794064939022064,0.00030322864768095315
0,base,"[-1, 1]",1.0,120,4,np,IS-NP,0.15,0.583979606628418,0.05201353325813519,0.00607999786734581,3.752124757738784e-05
0,base,"[-1, 1]",1.0,120,4,np_fan_in,Fan-in NP,0.1,0.5088275074958801,0.03456293197426324,0.006695345044136047,2.9791843189741485e-05
0,base,"[-1, 1]",1.0,120,4,np_fixed,Vanilla NP,0.3,0.1827182173728943,0.010810722532429888,0.006878798361867666,3.0201208573998883e-05
0,base,"[-1, 1]",1.0,120,4,wp,WP,0.225,0.13971532881259918,0.008215626622682255,0.05525779724121094,0.00032093579648062587
0,base,"[-1, 1]",1.0,120,5,np,IS-NP,0.15,0.5432166457176208,0.05397415824748653,0.008253194391727448,6.112987466622144e-05
0,base,"[-1, 1]",1.0,120,5,np_fan_in,Fan-in NP,0.1,0.751915693283081,0.06048955173525125,0.008740759454667568,2.8820051738875918e-05
0,base,"[-1, 1]",1.0,120,5,np_fixed,Vanilla NP,0.3,0.6607223153114319,0.04926728857661449,0.008024773560464382,3.3983218600042164e-05
0,base,"[-1, 1]",1.0,120,5,wp,WP,0.225,0.4162178039550781,0.02796143815260924,0.07218725234270096,0.0002906315494328737
0,base,"[-1, 1]",1.0,120,6,np,IS-NP,0.15,0.8495627641677856,0.09373647509225218,0.007405411452054977,3.214453681721352e-05
0,base,"[-1, 1]",1.0,120,6,np_fan_in,Fan-in NP,0.1,0.7886185646057129,0.07273622004916737,0.007440129294991493,2.516492531867698e-05
0,base,"[-1, 1]",1.0,120,6,np_fixed,Vanilla NP,0.3,0.6625671982765198,0.05194559147724552,0.007261701859533787,3.2720145100029185e-05
0,base,"[-1, 1]",1.0,120,6,wp,WP,0.225,0.2988087236881256,0.021129798341038016,0.06083149462938309,0.00025139193166978657
0,base,"[-1, 1]",1.0,120,7,np,IS-NP,0.15,0.9455072283744812,0.21317124072423516,0.00584320817142725,3.89070191886276e-05
0,base,"[-1, 1]",1.0,120,7,np_fan_in,Fan-in NP,0.1,0.9526159763336182,0.1744251156747244,0.006501614581793547,2.322179716429673e-05
0,base,"[-1, 1]",1.0,120,7,np_fixed,Vanilla NP,0.3,0.9334012866020203,0.16405687641363328,0.006408155895769596,2.815162588376552e-05
0,base,"[-1, 1]",1.0,120,7,wp,WP,0.225,0.7280964851379395,0.06762203519623047,0.0503845177590847,0.0002184320765081793
0,base,"[-1, 1]",1.0,240,0,np,IS-NP,0.15,0.9537665247917175,0.22720709929805405,0.0038676015101373196,3.359022957738489e-05
0,base,"[-1, 1]",1.0,240,0,np_fan_in,Fan-in NP,0.1,0.966903567314148,0.19185355784526717,0.00447774538770318,2.967504769912921e-05
0,base,"[-1, 1]",1.0,240,0,np_fixed,Vanilla NP,0.3,0.9769434332847595,0.2587813550703383,0.004847060423344374,2.0426869014045224e-05
0,base,"[-1, 1]",1.0,240,0,wp,WP,0.225,0.7046323418617249,0.0661973647220293,0.04464312642812729,0.00023698955192230642
0,base,"[-1, 1]",1.0,240,1,np,IS-NP,0.15,0.38756316900253296,0.015321440156549215,0.006615845486521721,4.088188870809972e-05
0,base,"[-1, 1]",1.0,240,1,np_fan_in,Fan-in NP,0.1,0.3113256096839905,0.0025522864336380733,0.007889156229794025,4.238527617417276e-05
0,base,"[-1, 1]",1.0,240,1,np_fixed,Vanilla NP,0.3,0.7255486845970154,0.03270429696009766,0.0071945879608392715,1.846869599830825e-05
0,base,"[-1, 1]",1.0,240,1,wp,WP,0.225,0.3068718910217285,0.016746775232009743,0.0620560348033905,0.0002535863022785634
0,base,"[-1, 1]",1.0,240,2,np,IS-NP,0.15,0.8944065570831299,0.10497874990724085,0.00695983087643981,2.7553884137887508e-05
0,base,"[-1, 1]",1.0,240,2,np_fan_in,Fan-in NP,0.1,0.8597954511642456,0.08782170105453892,0.007368618622422218,3.202282823622227e-05
