seed,condition,condition_label,input_scale,checkpoint_epoch,batch_index,method,method_label,sigma,mean_estimate_cosine,avg_sample_cosine,sample_variance,batch_variance
2,scaled,"[-5, 5]",5.0,1,4,np,IS-NP,0.15,0.9472236037254333,0.17162485244625714,0.011271749623119831,5.298895121086389e-05
2,scaled,"[-5, 5]",5.0,1,4,np_fan_in,Fan-in NP,0.1,0.6574729681015015,0.05510012500162702,0.10563357174396515,0.000537568936124444
2,scaled,"[-5, 5]",5.0,1,4,np_fixed,Vanilla NP,0.3,0.7069734930992126,0.06361539189141088,0.10340139269828796,0.00045658161980099976
2,scaled,"[-5, 5]",5.0,1,4,wp,WP,0.225,0.7314181923866272,0.06566161634376234,0.07938544452190399,0.0003673293686006218
2,scaled,"[-5, 5]",5.0,1,5,np,IS-NP,0.15,0.44143158197402954,0.03897950032361829,0.012106162495911121,7.657844253117219e-05
2,scaled,"[-5, 5]",5.0,1,5,np_fan_in,Fan-in NP,0.1,0.2721717059612274,0.018531436450090647,0.11814181506633759,0.0005080951959826052
2,scaled,"[-5, 5]",5.0,1,5,np_fixed,Vanilla NP,0.3,0.3065612018108368,0.017688635855544515,0.11916040629148483,0.00039457628736272454
2,scaled,"[-5, 5]",5.0,1,5,wp,WP,0.225,0.2412744164466858,0.016436308615993767,0.08137800544500351,0.0003993547288700938
2,scaled,"[-5, 5]",5.0,1,6,np,IS-NP,0.15,0.7003684043884277,0.0783255577184415,0.00919393915683031,5.286559462547302e-05
2,scaled,"[-5, 5]",5.0,1,6,np_fan_in,Fan-in NP,0.1,0.42472586035728455,0.03247341631334469,0.10193532705307007,0.0004473855660762638
2,scaled,"[-5, 5]",5.0,1,6,np_fixed,Vanilla NP,0.3,0.3063388466835022,0.02207293674837274,0.09799849987030029,0.0003693843900691718
2,scaled,"[-5, 5]",5.0,1,6,wp,WP,0.225,0.42104214429855347,0.02712582543657239,0.06627130508422852,0.00025477114832028747
2,scaled,"[-5, 5]",5.0,1,7,np,IS-NP,0.15,0.8112083673477173,0.10476538728253218,0.01489957608282566,7.784106128383428e-05
2,scaled,"[-5, 5]",5.0,1,7,np_fan_in,Fan-in NP,0.1,0.49635934829711914,0.03808669951201106,0.1589895784854889,0.0006186820100992918
2,scaled,"[-5, 5]",5.0,1,7,np_fixed,Vanilla NP,0.3,0.33463990688323975,0.03205474887442203,0.17144030332565308,0.0006764500285498798
2,scaled,"[-5, 5]",5.0,1,7,wp,WP,0.225,0.4624687731266022,0.03765679519662323,0.09953106939792633,0.0004491402942221612
2,scaled,"[-5, 5]",5.0,120,0,np,IS-NP,0.15,0.9358676671981812,0.18263639171636897,0.005323866847902536,4.143375554122031e-05
2,scaled,"[-5, 5]",5.0,120,0,np_fan_in,Fan-in NP,0.1,0.7772959470748901,0.06425752585249332,0.04450622573494911,0.00014791273861192167
2,scaled,"[-5, 5]",5.0,120,0,np_fixed,Vanilla NP,0.3,0.7818945050239563,0.07596148014739204,0.04689576104283333,0.0001780255843186751
2,scaled,"[-5, 5]",5.0,120,0,wp,WP,0.225,0.6021353602409363,0.05689928706997307,0.05483191832900047,0.00031352968653663993
2,scaled,"[-5, 5]",5.0,120,1,np,IS-NP,0.15,0.9682657718658447,0.2723736180433358,0.0071833315305411816,4.442457793629728e-05
2,scaled,"[-5, 5]",5.0,120,1,np_fan_in,Fan-in NP,0.1,0.8667430877685547,0.10750865780864842,0.05747842788696289,0.0002351586299482733
2,scaled,"[-5, 5]",5.0,120,1,np_fixed,Vanilla NP,0.3,0.8860641121864319,0.10128305093918849,0.05899939313530922,0.0001787411601981148
2,scaled,"[-5, 5]",5.0,120,1,wp,WP,0.225,0.7619163990020752,0.08107523123374752,0.06890114396810532,0.0003658354398794472
2,scaled,"[-5, 5]",5.0,120,2,np,IS-NP,0.15,0.7835084795951843,0.10205557660556223,0.005002656951546669,3.546338120941073e-05
2,scaled,"[-5, 5]",5.0,120,2,np_fan_in,Fan-in NP,0.1,0.4519003927707672,0.036120853253184274,0.04771936312317848,0.0002095117379212752
2,scaled,"[-5, 5]",5.0,120,2,np_fixed,Vanilla NP,0.3,0.5229907631874084,0.04575381137189349,0.04919059947133064,0.00028664301498793066
2,scaled,"[-5, 5]",5.0,120,2,wp,WP,0.225,0.2011217474937439,0.014480692302095121,0.05368359386920929,0.0002931306080427021
2,scaled,"[-5, 5]",5.0,120,3,np,IS-NP,0.15,0.5496753454208374,0.049010586292812755,0.0044670868664979935,2.6279421945218928e-05
2,scaled,"[-5, 5]",5.0,120,3,np_fan_in,Fan-in NP,0.1,0.3169518709182739,0.018308670235273893,0.03815170377492905,0.0001480674691265449
2,scaled,"[-5, 5]",5.0,120,3,np_fixed,Vanilla NP,0.3,0.34317654371261597,0.022793832309253047,0.036361150443553925,0.00014533710782416165
2,scaled,"[-5, 5]",5.0,120,3,wp,WP,0.225,0.3220725357532501,0.0200752515548326,0.04820755496621132,0.0001893507578643039
2,scaled,"[-5, 5]",5.0,120,4,np,IS-NP,0.15,0.7828169465065002,0.089136778671453,0.005676021333783865,2.8472308258642443e-05
2,scaled,"[-5, 5]",5.0,120,4,np_fan_in,Fan-in NP,0.1,0.46405816078186035,0.03378179026127934,0.04511009901762009,0.00020818671328015625
2,scaled,"[-5, 5]",5.0,120,4,np_fixed,Vanilla NP,0.3,0.34143561124801636,0.026614369501476175,0.04294433072209358,0.00022342268493957818
2,scaled,"[-5, 5]",5.0,120,4,wp,WP,0.225,0.42895540595054626,0.033150258452345344,0.05660088732838631,0.0003039648581761867
2,scaled,"[-5, 5]",5.0,120,5,np,IS-NP,0.15,0.7697840332984924,0.09082563397629807,0.005802389234304428,3.77720280084759e-05
2,scaled,"[-5, 5]",5.0,120,5,np_fan_in,Fan-in NP,0.1,0.5044059753417969,0.04075569103406451,0.05415702611207962,0.00029478728538379073
2,scaled,"[-5, 5]",5.0,120,5,np_fixed,Vanilla NP,0.3,0.6543869376182556,0.04799148751923591,0.0507979653775692,0.00016424406203441322
2,scaled,"[-5, 5]",5.0,120,5,wp,WP,0.225,0.32460835576057434,0.023281676076051857,0.05850205197930336,0.0003240662335883826
2,scaled,"[-5, 5]",5.0,120,6,np,IS-NP,0.15,0.4463014304637909,0.06061465762431908,0.005771355237811804,8.111078204819933e-05
2,scaled,"[-5, 5]",5.0,120,6,np_fan_in,Fan-in NP,0.1,0.3953510820865631,0.02942553577813669,0.04055607691407204,0.00019146133854519576
2,scaled,"[-5, 5]",5.0,120,6,np_fixed,Vanilla NP,0.3,0.528167188167572,0.0331023371477689,0.038144249469041824,9.44254788919352e-05
2,scaled,"[-5, 5]",5.0,120,6,wp,WP,0.225,0.21081404387950897,0.015998625991414883,0.0547153614461422,0.00031432165997102857
2,scaled,"[-5, 5]",5.0,120,7,np,IS-NP,0.15,0.33473923802375793,0.030432119910256007,0.005409795790910721,4.256891770637594e-05
2,scaled,"[-5, 5]",5.0,120,7,np_fan_in,Fan-in NP,0.1,0.37152767181396484,0.019114648020574047,0.044332269579172134,0.00013896510063204914
2,scaled,"[-5, 5]",5.0,120,7,np_fixed,Vanilla NP,0.3,0.09854831546545029,0.0023163418324353793,0.04649227485060692,0.00024627827224321663
2,scaled,"[-5, 5]",5.0,120,7,wp,WP,0.225,0.1540054827928543,0.009069368070656007,0.05879055708646774,0.0002798670611809939
2,scaled,"[-5, 5]",5.0,240,0,np,IS-NP,0.15,0.6863730549812317,0.07957949884488093,0.005444026552140713,4.348839865997434e-05
2,scaled,"[-5, 5]",5.0,240,0,np_fan_in,Fan-in NP,0.1,0.5048159956932068,0.030514342325477627,0.040547896176576614,0.00012441410217434168
2,scaled,"[-5, 5]",5.0,240,0,np_fixed,Vanilla NP,0.3,0.49334847927093506,0.038249135058140385,0.040075961500406265,0.00020362238865345716
2,scaled,"[-5, 5]",5.0,240,0,wp,WP,0.225,0.06946834176778793,0.003463398134529901,0.05885118991136551,0.0004078143392689526
2,scaled,"[-5, 5]",5.0,240,1,np,IS-NP,0.15,0.8389397859573364,0.11320869515814896,0.006631406024098396,4.859134423895739e-05
2,scaled,"[-5, 5]",5.0,240,1,np_fan_in,Fan-in NP,0.1,0.5398125648498535,0.045391272771545726,0.04670777544379234,0.00022182465181685984
2,scaled,"[-5, 5]",5.0,240,1,np_fixed,Vanilla NP,0.3,0.6398562788963318,0.04978824443290553,0.0483844019472599,0.00020007940474897623
2,scaled,"[-5, 5]",5.0,240,1,wp,WP,0.225,0.49768033623695374,0.04486646250334161,0.07462544739246368,0.00047741871094331145
2,scaled,"[-5, 5]",5.0,240,2,np,IS-NP,0.15,0.9300698637962341,0.2121004814961149,0.0058308811858296394,4.7045912651810795e-05
2,scaled,"[-5, 5]",5.0,240,2,np_fan_in,Fan-in NP,0.1,0.7728281617164612,0.09045269415267589,0.05364241078495979,0.0002768910489976406
2,scaled,"[-5, 5]",5.0,240,2,np_fixed,Vanilla NP,0.3,0.8163806796073914,0.0812661519717949,0.048251885920763016,0.00013753601524513215
2,scaled,"[-5, 5]",5.0,240,2,wp,WP,0.225,0.7615799307823181,0.08166085341005479,0.0631401538848877,0.0003513137635309249
2,scaled,"[-5, 5]",5.0,240,3,np,IS-NP,0.15,0.9242176413536072,0.1986570666837603,0.005500239785760641,5.4237279982771724e-05
2,scaled,"[-5, 5]",5.0,240,3,np_fan_in,Fan-in NP,0.1,0.798690676689148,0.08271301162676536,0.038014911115169525,0.00016838149167597294
2,scaled,"[-5, 5]",5.0,240,3,np_fixed,Vanilla NP,0.3,0.7267865538597107,0.07252407292956681,0.03655807301402092,0.0001732002419885248
2,scaled,"[-5, 5]",5.0,240,3,wp,WP,0.225,0.6454813480377197,0.061575532741699135,0.06230548396706581,0.0003757909871637821
2,scaled,"[-5, 5]",5.0,240,4,np,IS-NP,0.15,0.880170464515686,0.15673554086242802,0.005290925968438387,4.2961346480296925e-05
2,scaled,"[-5, 5]",5.0,240,4,np_fan_in,Fan-in NP,0.1,0.7064365148544312,0.055662366300718226,0.03939186781644821,0.00012398153194226325
2,scaled,"[-5, 5]",5.0,240,4,np_fixed,Vanilla NP,0.3,0.6467573642730713,0.059980005665662854,0.041530802845954895,0.00020762269559781998
2,scaled,"[-5, 5]",5.0,240,4,wp,WP,0.225,0.5957012176513672,0.05007350748152627,0.059965796768665314,0.0003213564050383866
2,scaled,"[-5, 5]",5.0,240,5,np,IS-NP,0.15,0.8810588717460632,0.1713291214808123,0.00569264218211174,5.832250099047087e-05
2,scaled,"[-5, 5]",5.0,240,5,np_fan_in,Fan-in NP,0.1,0.627451479434967,0.04847705342217523,0.043002016842365265,0.00016535680333618075
2,scaled,"[-5, 5]",5.0,240,5,np_fixed,Vanilla NP,0.3,0.6577281951904297,0.05915680085414957,0.04385456070303917,0.00020122963178437203
2,scaled,"[-5, 5]",5.0,240,5,wp,WP,0.225,0.5811383724212646,0.046287145480103695,0.06336580961942673,0.0002745222591329366
2,scaled,"[-5, 5]",5.0,240,6,np,IS-NP,0.15,0.8972433805465698,0.16332218645208438,0.005876623094081879,5.049624451203272e-05
2,scaled,"[-5, 5]",5.0,240,6,np_fan_in,Fan-in NP,0.1,0.7821417450904846,0.07695662857149728,0.03981665149331093,0.00015714665642008185
2,scaled,"[-5, 5]",5.0,240,6,np_fixed,Vanilla NP,0.3,0.8230237364768982,0.07354825967243718,0.0396449975669384,0.00010052866855403408
2,scaled,"[-5, 5]",5.0,240,6,wp,WP,0.225,0.5944695472717285,0.05733304980991913,0.06505827605724335,0.00042083635344170034
2,scaled,"[-5, 5]",5.0,240,7,np,IS-NP,0.15,0.8927740454673767,0.17324675290922945,0.005274688825011253,4.5793272875016555e-05
2,scaled,"[-5, 5]",5.0,240,7,np_fan_in,Fan-in NP,0.1,0.7758766412734985,0.0771876419870144,0.037488240748643875,0.00013311633665580302
2,scaled,"[-5, 5]",5.0,240,7,np_fixed,Vanilla NP,0.3,0.7625147700309753,0.07912019135595377,0.037956662476062775,0.00017033814219757915
2,scaled,"[-5, 5]",5.0,240,7,wp,WP,0.225,0.664273202419281,0.06195978032410494,0.0624324195086956,0.0002855903876479715
3,base,"[-1, 1]",1.0,1,0,np,IS-NP,0.15,0.9402776956558228,0.15902299003355438,0.009836952202022076,3.927978832507506e-05
3,base,"[-1, 1]",1.0,1,0,np_fan_in,Fan-in NP,0.1,0.9373323917388916,0.1559537985022568,0.010216396301984787,3.938316149287857e-05
3,base,"[-1, 1]",1.0,1,0,np_fixed,Vanilla NP,0.3,0.9234493970870972,0.14311934154150852,0.010344483889639378,3.8679136196151376e-05
3,base,"[-1, 1]",1.0,1,0,wp,WP,0.225,0.7163479328155518,0.06239551559921021,0.07209949940443039,0.00026560600963421166
3,base,"[-1, 1]",1.0,1,1,np,IS-NP,0.15,0.9736822247505188,0.25099194048088974,0.007903683930635452,4.0388382331002504e-05
3,base,"[-1, 1]",1.0,1,1,np_fan_in,Fan-in NP,0.1,0.960521936416626,0.22614340157645832,0.008216137997806072,4.081640872755088e-05
3,base,"[-1, 1]",1.0,1,1,np_fixed,Vanilla NP,0.3,0.9611830711364746,0.22079128073140358,0.008463837206363678,4.00285680370871e-05
3,base,"[-1, 1]",1.0,1,1,wp,WP,0.225,0.8104487657546997,0.08760741297349645,0.06033538281917572,0.0002683108323253691
3,base,"[-1, 1]",1.0,1,2,np,IS-NP,0.15,0.8224639892578125,0.09321095563160876,0.009179653599858284,4.272383011993952e-05
3,base,"[-1, 1]",1.0,1,2,np_fan_in,Fan-in NP,0.1,0.7561038136482239,0.06940311910875607,0.009777429513633251,4.686664033215493e-05
3,base,"[-1, 1]",1.0,1,2,np_fixed,Vanilla NP,0.3,0.7333464026451111,0.08184505350072868,0.008987928740680218,6.04185406700708e-05
3,base,"[-1, 1]",1.0,1,2,wp,WP,0.225,0.5473044514656067,0.04129508293026447,0.06841850280761719,0.000284923444269225
3,base,"[-1, 1]",1.0,1,3,np,IS-NP,0.15,0.08871197700500488,-0.00035494991425366607,0.013339830562472343,5.1135819376213476e-05
3,base,"[-1, 1]",1.0,1,3,np_fan_in,Fan-in NP,0.1,0.1674928516149521,0.002952149034717877,0.01313785370439291,6.315177597571164e-05
3,base,"[-1, 1]",1.0,1,3,np_fixed,Vanilla NP,0.3,0.425004243850708,0.019050717326657227,0.012911236844956875,6.118829332990572e-05
3,base,"[-1, 1]",1.0,1,3,wp,WP,0.225,0.19226741790771484,0.010584734955409658,0.08813624829053879,0.00042851100442931056
3,base,"[-1, 1]",1.0,1,4,np,IS-NP,0.15,0.9153912663459778,0.16857018041676686,0.010843715630471706,7.067551632644609e-05
3,base,"[-1, 1]",1.0,1,4,np_fan_in,Fan-in NP,0.1,0.9418973326683044,0.17088870616607893,0.01150582730770111,6.046433554729447e-05
3,base,"[-1, 1]",1.0,1,4,np_fixed,Vanilla NP,0.3,0.9045539498329163,0.12347960232679421,0.01094396598637104,5.463787601911463e-05
3,base,"[-1, 1]",1.0,1,4,wp,WP,0.225,0.7106183767318726,0.0721472097051598,0.07434597611427307,0.00040897566941566765
3,base,"[-1, 1]",1.0,1,5,np,IS-NP,0.15,0.8070805668830872,0.055528918609100704,0.010318903252482414,3.3786727726692334e-05
3,base,"[-1, 1]",1.0,1,5,np_fan_in,Fan-in NP,0.1,0.8555247783660889,0.07799986636042983,0.011130893602967262,3.404528251849115e-05
3,base,"[-1, 1]",1.0,1,5,np_fixed,Vanilla NP,0.3,0.7281874418258667,0.05447765175971047,0.011440174654126167,5.00447531521786e-05
3,base,"[-1, 1]",1.0,1,5,wp,WP,0.225,0.5579968690872192,0.042169107109900024,0.07919801771640778,0.00036662991624325514
3,base,"[-1, 1]",1.0,1,6,np,IS-NP,0.15,0.9467308521270752,0.17117564497554363,0.008118369616568089,2.938091529358644e-05
3,base,"[-1, 1]",1.0,1,6,np_fan_in,Fan-in NP,0.1,0.9636147618293762,0.17485583854237727,0.009103513322770596,2.817591121129226e-05
3,base,"[-1, 1]",1.0,1,6,np_fixed,Vanilla NP,0.3,0.9453108310699463,0.18571593892411328,0.008684242144227028,4.790626553585753e-05
3,base,"[-1, 1]",1.0,1,6,wp,WP,0.225,0.6560083627700806,0.05988137037978352,0.06473013758659363,0.0003014412068296224
3,base,"[-1, 1]",1.0,1,7,np,IS-NP,0.15,0.9174720048904419,0.15199970092168466,0.007408984936773777,3.9190028473967686e-05
3,base,"[-1, 1]",1.0,1,7,np_fan_in,Fan-in NP,0.1,0.9518006443977356,0.14846910248246178,0.007356806192547083,2.0223505998728797e-05
3,base,"[-1, 1]",1.0,1,7,np_fixed,Vanilla NP,0.3,0.9227732419967651,0.1429564977879636,0.007425248157233,3.285519051132724e-05
3,base,"[-1, 1]",1.0,1,7,wp,WP,0.225,0.7028006911277771,0.06532624681415958,0.05339992046356201,0.0002558870182838291
3,base,"[-1, 1]",1.0,120,0,np,IS-NP,0.15,0.9006770849227905,0.13999902747164014,0.006391824223101139,4.363249536254443e-05
3,base,"[-1, 1]",1.0,120,0,np_fan_in,Fan-in NP,0.1,0.9589653015136719,0.16342399833980986,0.007878175936639309,2.520851012377534e-05
3,base,"[-1, 1]",1.0,120,0,np_fixed,Vanilla NP,0.3,0.9246531128883362,0.14577265822639068,0.006906819995492697,3.344473225297406e-05
3,base,"[-1, 1]",1.0,120,0,wp,WP,0.225,0.5388931632041931,0.037573944199054195,0.0538724847137928,0.00028161914087831974
3,base,"[-1, 1]",1.0,120,1,np,IS-NP,0.15,0.9849665760993958,0.41734558903845026,0.004719257820397615,4.1703402530401945e-05
3,base,"[-1, 1]",1.0,120,1,np_fan_in,Fan-in NP,0.1,0.9861020445823669,0.3849427709057636,0.005873255431652069,3.704570553964004e-05
3,base,"[-1, 1]",1.0,120,1,np_fixed,Vanilla NP,0.3,0.9838771224021912,0.39438729263298833,0.005813062656670809,4.065710527356714e-05
3,base,"[-1, 1]",1.0,120,1,wp,WP,0.225,0.9037280082702637,0.13293434620136396,0.04539981856942177,0.00023072661133483052
3,base,"[-1, 1]",1.0,120,2,np,IS-NP,0.15,0.9820771813392639,0.29236498682100015,0.004719151183962822,1.8711600205278955e-05
3,base,"[-1, 1]",1.0,120,2,np_fan_in,Fan-in NP,0.1,0.9597592949867249,0.22729523231391796,0.005560015328228474,4.869186886935495e-05
3,base,"[-1, 1]",1.0,120,2,np_fixed,Vanilla NP,0.3,0.9732773900032043,0.27327321268967353,0.005626784171909094,2.809357101796195e-05
3,base,"[-1, 1]",1.0,120,2,wp,WP,0.225,0.7483592629432678,0.07442351588130501,0.04550336301326752,0.0002592226373963058
3,base,"[-1, 1]",1.0,120,3,np,IS-NP,0.15,0.9567927122116089,0.15565307478148802,0.006482490338385105,2.1831718186149374e-05
3,base,"[-1, 1]",1.0,120,3,np_fan_in,Fan-in NP,0.1,0.9227399230003357,0.1383976595272543,0.006821041461080313,4.017409446532838e-05
3,base,"[-1, 1]",1.0,120,3,np_fixed,Vanilla NP,0.3,0.9436610341072083,0.14789452526990013,0.006713019218295813,2.88254286715528e-05
3,base,"[-1, 1]",1.0,120,3,wp,WP,0.225,0.6382315158843994,0.04540135993447621,0.056957654654979706,0.0002461794938426465
3,base,"[-1, 1]",1.0,120,4,np,IS-NP,0.15,0.6030685305595398,0.04379017148457933,0.005298582836985588,2.6679808797780424e-05
3,base,"[-1, 1]",1.0,120,4,np_fan_in,Fan-in NP,0.1,0.7900590300559998,0.08432142903717856,0.005957842338830233,4.502912634052336e-05
3,base,"[-1, 1]",1.0,120,4,np_fixed,Vanilla NP,0.3,0.7858192324638367,0.07955271371004831,0.006612284108996391,3.748684321180917e-05
3,base,"[-1, 1]",1.0,120,4,wp,WP,0.225,0.47491583228111267,0.03303261825058144,0.050419095903635025,0.0002188526705140248
3,base,"[-1, 1]",1.0,120,5,np,IS-NP,0.15,0.9836162328720093,0.30464698032786447,0.006164477672427893,3.658452260424383e-05
3,base,"[-1, 1]",1.0,120,5,np_fan_in,Fan-in NP,0.1,0.9769173860549927,0.2983766114911608,0.007048188243061304,4.627213638741523e-05
3,base,"[-1, 1]",1.0,120,5,np_fixed,Vanilla NP,0.3,0.9852020144462585,0.2931998421766669,0.006941391620784998,3.400390414753929e-05
3,base,"[-1, 1]",1.0,120,5,wp,WP,0.225,0.8231063485145569,0.09461296765997153,0.05595151707530022,0.00030301863444037735
3,base,"[-1, 1]",1.0,120,6,np,IS-NP,0.15,0.9225242137908936,0.14804822746809804,0.003894962603226304,2.0119279724895023e-05
3,base,"[-1, 1]",1.0,120,6,np_fan_in,Fan-in NP,0.1,0.8925862908363342,0.10271804294461617,0.0042717671021819115,2.540925743232947e-05
3,base,"[-1, 1]",1.0,120,6,np_fixed,Vanilla NP,0.3,0.9002509117126465,0.1282385838632763,0.004367849323898554,2.175973895646166e-05
3,base,"[-1, 1]",1.0,120,6,wp,WP,0.225,0.34363433718681335,0.0243136351735302,0.03922727331519127,0.0002092695067403838
3,base,"[-1, 1]",1.0,120,7,np,IS-NP,0.15,0.9656252861022949,0.24401204999485343,0.003725545946508646,2.3654769393033348e-05
3,base,"[-1, 1]",1.0,120,7,np_fan_in,Fan-in NP,0.1,0.9665321707725525,0.22507151121032318,0.004823104944080114,2.2214871933101676e-05
3,base,"[-1, 1]",1.0,120,7,np_fixed,Vanilla NP,0.3,0.9639198184013367,0.20993448535058026,0.004951782058924437,2.54763726843521e-05
3,base,"[-1, 1]",1.0,120,7,wp,WP,0.225,0.6084340810775757,0.056869148559580175,0.041862744837999344,0.00027634642901830375
3,base,"[-1, 1]",1.0,240,0,np,IS-NP,0.15,0.9252089262008667,0.15017712236003716,0.005630518309772015,4.3900887249037623e-05
3,base,"[-1, 1]",1.0,240,0,np_fan_in,Fan-in NP,0.1,0.8679538369178772,0.13340343774859018,0.006574022118002176,5.27953561686445e-05
3,base,"[-1, 1]",1.0,240,0,np_fixed,Vanilla NP,0.3,0.9224818348884583,0.1497783998522209,0.00698183523491025,4.3947318772552535e-05
3,base,"[-1, 1]",1.0,240,0,wp,WP,0.225,0.6851769685745239,0.06571005809795073,0.055446822196245193,0.0002922203275375068
3,base,"[-1, 1]",1.0,240,1,np,IS-NP,0.15,0.9480159878730774,0.21481194313576754,0.004154940601438284,2.7156751457368955e-05
3,base,"[-1, 1]",1.0,240,1,np_fan_in,Fan-in NP,0.1,0.9289779663085938,0.16839631680437986,0.005301315803080797,3.755552097572945e-05
3,base,"[-1, 1]",1.0,240,1,np_fixed,Vanilla NP,0.3,0.892146110534668,0.14204102251581693,0.005284284241497517,6.455712718889117e-05
3,base,"[-1, 1]",1.0,240,1,wp,WP,0.225,0.6549250483512878,0.05551930005555429,0.043920259922742844,0.00020511000184342265
3,base,"[-1, 1]",1.0,240,2,np,IS-NP,0.15,0.8127022385597229,0.08399019457817,0.004949589725583792,2.969098750327248e-05
3,base,"[-1, 1]",1.0,240,2,np_fan_in,Fan-in NP,0.1,0.8882884979248047,0.10605880599777416,0.005529448855668306,2.9137099772924557e-05
3,base,"[-1, 1]",1.0,240,2,np_fixed,Vanilla NP,0.3,0.8961946368217468,0.11816901819329359,0.005290386267006397,3.560724144335836e-05
3,base,"[-1, 1]",1.0,240,2,wp,WP,0.225,0.5090677738189697,0.04013579041420599,0.05040653422474861,0.00022583859390579164
3,base,"[-1, 1]",1.0,240,3,np,IS-NP,0.15,0.7750263810157776,0.07558685861295089,0.004965971224009991,2.5897041268763132e-05
3,base,"[-1, 1]",1.0,240,3,np_fan_in,Fan-in NP,0.1,0.7990067601203918,0.09223002036451362,0.005973960272967815,4.936325422022492e-05
3,base,"[-1, 1]",1.0,240,3,np_fixed,Vanilla NP,0.3,0.6806418895721436,0.06695749302646921,0.005964895244687796,2.8844258849858306e-05
3,base,"[-1, 1]",1.0,240,3,wp,WP,0.225,0.3801586925983429,0.02977038898504058,0.05062504857778549,0.00027321858215145767
3,base,"[-1, 1]",1.0,240,4,np,IS-NP,0.15,0.9770207405090332,0.2985349347303175,0.005232678260654211,3.0432538551394828e-05
3,base,"[-1, 1]",1.0,240,4,np_fan_in,Fan-in NP,0.1,0.9724076986312866,0.24870268780408272,0.006703359540551901,2.8567357730935328e-05
3,base,"[-1, 1]",1.0,240,4,np_fixed,Vanilla NP,0.3,0.9842197895050049,0.2966890597143598,0.006480969022959471,4.090222137165256e-05
3,base,"[-1, 1]",1.0,240,4,wp,WP,0.225,0.8897679448127747,0.12041599785831446,0.05142692103981972,0.00025392373208887875
3,base,"[-1, 1]",1.0,240,5,np,IS-NP,0.15,0.8727501034736633,0.11349166264784193,0.0053548188880085945,2.4576955183874816e-05
3,base,"[-1, 1]",1.0,240,5,np_fan_in,Fan-in NP,0.1,0.7095740437507629,0.06827596430763758,0.006359459832310677,4.9122343625640497e-05
3,base,"[-1, 1]",1.0,240,5,np_fixed,Vanilla NP,0.3,0.7489702701568604,0.0649605498338739,0.0061707994900643826,4.119052391615696e-05
3,base,"[-1, 1]",1.0,240,5,wp,WP,0.225,0.2167828381061554,0.020966085434823374,0.05448682978749275,0.0002787872508633882
3,base,"[-1, 1]",1.0,240,6,np,IS-NP,0.15,0.7348009943962097,0.10413666993845254,0.003651977749541402,3.308388477307744e-05
3,base,"[-1, 1]",1.0,240,6,np_fan_in,Fan-in NP,0.1,0.7432021498680115,0.08805148456497894,0.004551541060209274,3.903163815266453e-05
3,base,"[-1, 1]",1.0,240,6,np_fixed,Vanilla NP,0.3,0.8430147767066956,0.10915357438255645,0.004502624738961458,3.641025614342652e-05
3,base,"[-1, 1]",1.0,240,6,wp,WP,0.225,0.562372624874115,0.05024902053058516,0.0378589853644371,0.00026269725640304387
3,base,"[-1, 1]",1.0,240,7,np,IS-NP,0.15,0.7465550899505615,0.04766207470480974,0.0038257839623838663,1.698628875601571e-05
3,base,"[-1, 1]",1.0,240,7,np_fan_in,Fan-in NP,0.1,0.6246930956840515,0.03928535377384226,0.004812858533114195,2.0919036614941433e-05
3,base,"[-1, 1]",1.0,240,7,np_fixed,Vanilla NP,0.3,0.22294576466083527,0.003901162650436163,0.004471822641789913,4.4352735130814835e-05
3,base,"[-1, 1]",1.0,240,7,wp,WP,0.225,-0.19907142221927643,-0.014923587215404648,0.03984569385647774,0.0002786372497212142
3,scaled,"[-5, 5]",5.0,1,0,np,IS-NP,0.15,0.9349387884140015,0.157150105322944,0.010276246815919876,4.2411560571054e-05
3,scaled,"[-5, 5]",5.0,1,0,np_fan_in,Fan-in NP,0.1,0.6207592487335205,0.053581285312854256,0.10358818620443344,0.00045814376790076494
3,scaled,"[-5, 5]",5.0,1,0,np_fixed,Vanilla NP,0.3,0.565382182598114,0.05012359246532772,0.10350249707698822,0.0005133741069585085
3,scaled,"[-5, 5]",5.0,1,0,wp,WP,0.225,0.7134391665458679,0.06167934055289758,0.07370057702064514,0.0002673325943760574
3,scaled,"[-5, 5]",5.0,1,1,np,IS-NP,0.15,0.9732338786125183,0.2593476952572625,0.00806069653481245,4.249469202477485e-05
3,scaled,"[-5, 5]",5.0,1,1,np_fan_in,Fan-in NP,0.1,0.789233922958374,0.08093716898438288,0.08111682534217834,0.0003359836700838059
3,scaled,"[-5, 5]",5.0,1,1,np_fixed,Vanilla NP,0.3,0.7598231434822083,0.07867187852437686,0.08419940620660782,0.00041087614954449236
3,scaled,"[-5, 5]",5.0,1,1,wp,WP,0.225,0.8239226341247559,0.09211379634871264,0.06237156316637993,0.0002741966163739562
3,scaled,"[-5, 5]",5.0,1,2,np,IS-NP,0.15,0.870561957359314,0.11296655905801647,0.009502150118350983,4.477264519664459e-05
3,scaled,"[-5, 5]",5.0,1,2,np_fan_in,Fan-in NP,0.1,0.4298289716243744,0.032224628849113895,0.0912126749753952,0.0004501383809838444
3,scaled,"[-5, 5]",5.0,1,2,np_fixed,Vanilla NP,0.3,0.42640313506126404,0.03505384890959249,0.08582214266061783,0.00048296130262315273
