seed,condition,condition_label,input_scale,checkpoint_epoch,method,method_label,cosine,variance,batch_variance,sigma,num_batches
8,scaled,"[-5, 5]",5.0,120,np_fan_in,Fan-in NP,0.5757301617413759,0.04842863557860255,0.00021334391567506827,0.1,8
8,scaled,"[-5, 5]",5.0,120,np_fixed,Vanilla NP,0.5889678336679935,0.04844636656343937,0.00020458779181353748,0.3,8
8,scaled,"[-5, 5]",5.0,120,wp,WP,0.5719908364117146,0.0572127690538764,0.0002722110730246641,0.225,8
8,scaled,"[-5, 5]",5.0,240,np,IS-NP,0.805179163813591,0.006116917822510004,5.4468130656459834e-05,0.15,8
8,scaled,"[-5, 5]",5.0,240,np_fan_in,Fan-in NP,0.672742772847414,0.0423893416300416,0.00017933879917109152,0.1,8
8,scaled,"[-5, 5]",5.0,240,np_fixed,Vanilla NP,0.6617607213556767,0.043057173024863005,0.0002023331071541179,0.3,8
8,scaled,"[-5, 5]",5.0,240,wp,WP,0.5366588700562716,0.07141283759847283,0.00038511045204359107,0.225,8
9,base,"[-1, 1]",1.0,1,np,IS-NP,0.9174181744456291,0.009608548309188336,3.5672926060215104e-05,0.15,8
9,base,"[-1, 1]",1.0,1,np_fan_in,Fan-in NP,0.9226236864924431,0.009278452023863792,3.867502778120979e-05,0.1,8
9,base,"[-1, 1]",1.0,1,np_fixed,Vanilla NP,0.924679659307003,0.00924340373603627,3.85705118333135e-05,0.3,8
9,base,"[-1, 1]",1.0,1,wp,WP,0.6978521794080734,0.06989507609978318,0.0003193272168573458,0.225,8
9,base,"[-1, 1]",1.0,120,np,IS-NP,0.8978858143091202,0.009085938159842044,4.11424891808565e-05,0.15,8
9,base,"[-1, 1]",1.0,120,np_fan_in,Fan-in NP,0.9194475263357162,0.008643045439384878,3.891737014782848e-05,0.1,8
9,base,"[-1, 1]",1.0,120,np_fixed,Vanilla NP,0.8753354474902153,0.00879934529075399,3.7022247170170886e-05,0.3,8
9,base,"[-1, 1]",1.0,120,wp,WP,0.641618512570858,0.06825105659663677,0.0002901325387938414,0.225,8
9,base,"[-1, 1]",1.0,240,np,IS-NP,0.49878888204693794,0.005196292069740593,3.4934843597511644e-05,0.15,8
9,base,"[-1, 1]",1.0,240,np_fan_in,Fan-in NP,0.3809268206823617,0.005716083280276507,4.173619390712702e-05,0.1,8
9,base,"[-1, 1]",1.0,240,np_fixed,Vanilla NP,0.5824379548430443,0.005679001449607313,3.0089397341726e-05,0.3,8
9,base,"[-1, 1]",1.0,240,wp,WP,0.15117145946715027,0.054411540273576975,0.0002761795713013271,0.225,8
9,scaled,"[-5, 5]",5.0,1,np,IS-NP,0.9228802546858788,0.00996723846765235,3.732939103429089e-05,0.15,8
9,scaled,"[-5, 5]",5.0,1,np_fan_in,Fan-in NP,0.6363895647227764,0.09115104656666517,0.00043042326797149144,0.1,8
9,scaled,"[-5, 5]",5.0,1,np_fixed,Vanilla NP,0.6519747860729694,0.09047592245042324,0.00036794106199522503,0.3,8
9,scaled,"[-5, 5]",5.0,1,wp,WP,0.7000676766037941,0.07205956242978573,0.00032734328488004394,0.225,8
9,scaled,"[-5, 5]",5.0,120,np,IS-NP,0.8924283608794212,0.005092443956527859,3.5864473602487124e-05,0.15,8
9,scaled,"[-5, 5]",5.0,120,np_fan_in,Fan-in NP,0.6385354697704315,0.04340515239164233,0.00022249492030823603,0.1,8
9,scaled,"[-5, 5]",5.0,120,np_fixed,Vanilla NP,0.6432361230254173,0.044128390960395336,0.00019866747607011348,0.3,8
9,scaled,"[-5, 5]",5.0,120,wp,WP,0.565880699083209,0.05396282533183694,0.0002643378793436568,0.225,8
9,scaled,"[-5, 5]",5.0,240,np,IS-NP,0.5818088576197624,0.005350245861336589,4.5384363602352096e-05,0.15,8
9,scaled,"[-5, 5]",5.0,240,np_fan_in,Fan-in NP,0.28678478114306927,0.04342428082600236,0.00018409206313663162,0.1,8
9,scaled,"[-5, 5]",5.0,240,np_fixed,Vanilla NP,0.36421533674001694,0.04349063243716955,0.00016301341838698136,0.3,8
9,scaled,"[-5, 5]",5.0,240,wp,WP,0.169661246240139,0.05954603664577007,0.000327739049680531,0.225,8
